gene	eigenvector
ADAMTSL1	7.25287668869464e-07
ADAMTSL2	2.0699542188305276e-05
ADAMTSL3	0.00019934971711233135
ADAMTSL4	0.0031786206741587146
ADAMTSL5	0.00010648651425150009
ADAP1	0.0012526647950989566
ADAP2	7.295745023529708e-05
ADAR	0.0007853962694371695
ADARB1	0.00033548492047280723
ADAT2	3.881651864550445e-05
ADAT3	5.96630137982012e-05
ADCK1	2.2983348905809775e-05
ADCK2	4.376127374430708e-06
ADCK5	4.859140162147612e-05
ADCY1	0.0017746804721235178
ADCY10	0.0007808518930824112
ADCY2	0.0016343502535976862
ADCY3	0.001651392864650588
ADCY4	0.001720741366738373
ADCY5	0.0017257687641054308
ADCY6	0.001749600628817076
ADCY7	0.0022554718930559202
ADCY8	0.0018290251237406984
ADCY9	0.001662303466466421
ADCYAP1	0.0004179022302053919
ADCYAP1R1	0.0006517406220567291
ADD1	0.0007879987908476042
ADD2	0.0006221093444349367
ADD3	0.00019426710746425115
ADFP	4.3470980109443104e-05
ADGRA2	9.452260111634782e-05
ADGRA3	1.574501870224871e-05
ADGRB1	0.00037731562969564884
ADGRB2	1.027902256431292e-06
ADGRB3	5.427951015045208e-05
ADGRD1	6.000208545612526e-07
ADGRD2	6.988025873204482e-06
ADGRE2	8.951522242266514e-05
ADGRF1	1.3363093501209282e-05
ADGRF4	6.38354880388257e-05
ADGRF5	0.00022160399922814897
ADGRG1	0.00010021439273990378
ADGRG3	2.6009185484631748e-05
ADGRG5	4.212990393670872e-05
ADGRG7	1.0691022849545752e-05
ADGRL1	0.00020203389347574397
ADGRL2	5.403018259747503e-05
ADGRL3	5.578589531280922e-06
ADGRV1	0.0002675919763519839
ADH1A	4.659573651950682e-05
ADH1B	0.0003118576877982618
ADH1C	1.2490567563978324e-05
ADH4	9.782926436573392e-05
ADH5	0.0001689764290033003
ADH6	0.00044929365453264225
ADH7	6.286962149610923e-05
ADHFE1	2.2318084126641704e-05
ADI1	2.047082141675844e-05
ADIPOQ	0.0009605537573129125
ADIPOR1	0.00040236736071887224
ADIPOR2	0.0002876413355485471
ADIRF	0.0013729204593835235
ADK	5.068877126245166e-07
ADM	0.0004868701512377643
ADM2	0.00011131154166349764
ADNP	0.0009001575190030776
ADNP2	0.0001509106967269661
ADO	3.4047325613510995e-05
ADORA1	0.0014407552323146275
ADORA2A	0.0012526825102525843
ADORA2B	0.0009204990230367491
ADORA3	0.00026649144121436777
ADPGK	5.348430179820704e-05
ADPRH	4.806007642189153e-05
ADPRHL2	1.2422804605431893e-05
ADPRS	3.023697514212723e-05
ADRA1A	0.0013864424030133398
ADRA1B	0.0012635408033532553
ADRA1D	0.0008855252954036478
ADRA2A	0.0011551855607648974
ADRA2B	0.0009525865938746274
ADRA2C	0.0011960770912903902
ADRB1	0.0011637613629381556
ADRB2	0.004594554492331645
ADRB3	0.0010553052131189976
ADRBK1	0.0012625401631576032
ADRBK2	9.052136096423777e-05
ADRM1	0.005227732068945231
ADSL	0.0005756475254087883
ADSS	4.308355820502067e-05
ADSS1	0.00016575325135396142
ADSS2	0.00015599115089767797
ADTRP	0.0003871639712499313
AEBP1	0.00017370410492474072
AEBP2	0.0011395166855815194
AEN	0.0006848475694469463
AES	0.0007657739666684324
AFAP1	0.00045716551014418497
AFAP1L1	1.7716616093064373e-05
AFAP1L2	0.0012278605682601938
AFDN	0.0028149262831903836
AFF1	0.0009233459348994964
AFF2	0.00035187660332238336
AFF4	0.011273626012137236
AFG1L	3.827307909686527e-05
AFG3L2	0.00023084818505408747
AFMID	4.9800476604435806e-05
AFP	0.0004623565778598218
AFTPH	0.00011036260690696328
AGA	6.778898314518794e-05
AGAP1	0.00027494252253047833
AGAP2	0.0007782496469785816
AGBL2	5.735194745801966e-05
AGBL5	2.5239006051198588e-05
AGER	0.0025961855846265034
AGFG1	0.002407299775506988
AGFG2	9.761966486550796e-05
AGGF1	0.0011504286348250484
AGK	0.0007466099000984362
AGL	0.00014213661249448963
AGMO	4.445347913996975e-06
AGO1	0.007280806367775545
AGO2	0.012383681261913885
AGO3	0.0004223424933888007
AGO4	0.0002870674889481209
AGPAT1	0.00014727893037919958
AGPAT2	1.5136537839767388e-05
AGPAT3	0.00010175093218055054
AGPAT4	0.0002588739522447057
AGPAT5	0.00026167329403237064
AGPAT6	1.2281498289332721e-05
AGPS	7.931533558286648e-05
AGR2	0.0026773669569518884
AGR3	0.0007456821612463239
AGRN	0.0011216277470057676
AGRP	0.0001994358998099229
AGT	0.002374929237152354
AGTPBP1	0.00019891078683905754
AGTR1	0.0012769305742478775
AGTR2	0.0011110400518845084
AGTRAP	0.0011390572274982815
AGXT	0.0006977408909285994
AGXT2	6.87706639147983e-06
AHCTF1	0.006890593477482658
AHCY	0.000472317894791327
AHCYL1	0.0009997967548575758
AHCYL2	2.2477072172731545e-05
AHDC1	8.426463625786382e-05
AHI1	0.0038288645897005752
AHNAK	0.0007707494097342498
AHNAK2	7.753572293831443e-05
AHR	0.004662467389794541
AHRR	0.0017184382871493506
AHSA1	0.0008095784781109535
AHSA2	0.00010019764443954684
AHSA2P	0.00019028652425504027
AHSG	0.0007668516946054401
AHSP	0.0001708082187564323
AICDA	0.0019783003499949446
AID	4.926045545988131e-06
AIDA	0.00026757876503422394
AIF1	8.70333842456661e-05
AIF1L	2.796746338397327e-05
AIFM1	0.0009903688941604997
AIFM2	0.0003211372219191249
AIFM3	5.099905752931208e-06
AIG1	0.00018206445360503936
AIM2	0.0005698539369258845
AIMP1	0.0014065623092281987
AIMP2	0.0029106640698205403
AIP	0.0006421614982215205
AIPL1	0.00035314454523656825
AIRE	0.0016397306110560383
AJAP1	0.0001400602900436447
AJUBA	0.012762626043303114
AK1	0.0002230286521514497
AK2	0.0002314249078062983
AK3	6.942882132498574e-05
AK4	2.8615026522649206e-05
AK5	0.0001327316668592319
AK6	0.00038328563244969936
AK8	0.00029393662211344763
AK9	3.5695785931594737e-06
AKAIN1	8.585536035423083e-06
AKAP1	0.0005031402898811188
AKAP10	0.00027751650903079793
AKAP11	0.0003645730965181249
AKAP12	0.0003320288589818203
AKAP13	0.001564532181725938
AKAP14	0.0001694638417688187
AKAP17A	0.0011908261281050013
AKAP2	0.0005769460248254583
AKAP3	5.993067954616718e-05
AKAP4	6.651060501655126e-05
AKAP5	0.0008670919603428723
AKAP6	0.0012491810480449931
AKAP7	0.00011746812573264539
AKAP8	0.0018803919988511879
AKAP8L	0.0034216184951491343
AKAP9	0.0071504728615680805
AKD1	3.399808281713245e-06
AKIP1	0.00015977029989319233
AKIRIN1	6.524323875278932e-06
AKIRIN2	0.0005820446828817999
AKNA	5.935752304942798e-05
AKNAD1	9.154904840391778e-05
AKR1A1	6.927662821936618e-05
AKR1B1	0.0012172596041147429
AKR1B10	5.291020993049885e-05
AKR1B15	7.982141682512108e-05
AKR1C1	0.00021465803252637735
AKR1C2	0.00013276219272812223
AKR1C3	0.0007066313254904372
AKR1C4	3.802842789777244e-07
AKR1D1	5.303199731921031e-06
AKR1E2	1.5524913974556644e-05
AKR7A2	6.899238303348876e-05
AKR7A3	7.153871567986256e-05
AKT1	0.019399131934405622
AKT1S1	0.001799731998830907
AKT2	0.009293734351354053
AKT3	0.008227766873837201
AKTIP	0.0006935664537552829
AL049697.1	0.001237256849813788
AL117350.1	3.6157936709162265e-06
AL365205.1	0.00016512322172809653
AL807752.7	8.67446330630266e-05
ALAD	5.7215659303939324e-05
ALAS1	0.0010827243232757772
ALAS2	0.0002647435454436462
ALB	0.0014250071723226276
ALCAM	0.00022361568749314255
ALD	2.1473914306313085e-06
ALDH16A1	3.825696914965686e-05
ALDH18A1	2.00590085008833e-05
ALDH1A1	0.00020541341509685285
ALDH1A2	0.0007593888412393087
ALDH1A3	0.0002099109764240374
ALDH1B1	4.2589980206987926e-05
ALDH1L1	7.450174259475835e-06
ALDH1L2	4.055192208072218e-08
ALDH2	0.00044659966090224986
ALDH3A1	0.00030759979348816236
ALDH3A2	0.00029607080990673234
ALDH3B1	0.00034093622963069626
ALDH3B2	1.8558062470281848e-06
ALDH4A1	4.442258052850684e-06
ALDH5A1	0.0001515628583639356
ALDH6A1	4.1840874122377196e-05
ALDH7A1	3.283282478569812e-05
ALDOA	0.0017297578996814395
ALDOB	0.0010534975194846825
ALDOC	0.0009645901684055086
ALG1	1.836117526037364e-07
ALG10	4.4530047504231474e-05
ALG10B	3.075700554128019e-05
ALG11	9.997845064249083e-10
ALG12	9.382425101582858e-05
ALG13	0.000147036312206665
ALG14	8.002182062735838e-07
ALG2	3.372397249560887e-05
ALG3	7.359547074940898e-05
ALG8	6.432553098960563e-05
ALG9	5.080069514287028e-05
ALK	0.0016042581733919279
ALKAL1	1.8573401569774806e-06
ALKBH1	7.192561786849e-06
ALKBH2	9.313496988188195e-05
ALKBH3	0.0002229752321049989
ALKBH4	0.00020596020046579122
ALKBH7	9.446876417522095e-05
ALKBH8	0.00017084997160273006
ALMS1	0.004110777182011611
ALOX12	0.00013592340432264246
ALOX12B	3.62338543246159e-05
ALOX15	1.644541780117333e-05
ALOX15B	0.0004139539477772314
ALOX5	0.0008602459913866039
ALOX5AP	0.0003114849416931844
ALOXE3	0.0003584591520889107
ALPG	4.226837707396771e-05
ALPI	0.0002428414726114017
ALPK1	0.001360900815016641
ALPK2	0.00013774487433953488
ALPK3	4.957957917153369e-05
ALPL	0.00018299732317374412
ALPP	0.0004682200616183186
ALPPL2	2.5484523111202365e-06
ALR	7.073949209856629e-06
ALS2	0.00033362369721592764
ALS2CL	7.306040626838055e-05
ALS2CR11	9.870958543018335e-05
ALS2CR12	2.3951376570940823e-06
ALS2CR14	5.738870386819185e-05
ALS2CR8	5.794187680772438e-05
ALX1	0.0005998921746172438
ALX3	1.0702782581676593e-05
ALX4	0.00034227804253640734
ALYREF	0.06884008764311893
AMACR	5.534563760557166e-05
AMBN	4.5970284759129934e-05
AMBP	0.0036876590655968034
AMBRA1	0.0012343737118190685
AMD1	1.502762956585703e-05
AMDHD2	1.3539692576475899e-05
AMELX	6.617103135485895e-05
AMELY	3.658210531612764e-05
AMER1	0.005538385275714619
AMER2	6.970925190922683e-05
AMER3	7.041086921199047e-05
AMFR	0.0017142548971570365
AMH	0.0010895453338129388
AMHR2	0.0006595250577190973
AMIGO1	8.258130204108869e-05
AMIGO2	1.6855312049776732e-05
AMIGO3	5.414405840627151e-07
AMMECR1	0.00017841964640485583
AMN	1.6947690089159104e-05
AMOT	0.0017839884460229929
AMOTL1	0.000230870857439417
AMOTL2	0.002259424216846435
AMPD1	2.3221004660631456e-05
AMPD2	0.00010100043976173891
AMPD3	0.00012156167703205955
AMPH	0.005776498768097928
AMT	2.9784655944632193e-05
AMTN	3.054547343946255e-05
AMY1A	1.3179657688392144e-05
AMY1B	7.213559121205763e-08
AMY1C	7.213559121205763e-08
AMY2A	4.509786467526618e-05
ANAPC1	0.007043075356372876
ANAPC10	0.007195307581395725
ANAPC11	0.007581578063759631
ANAPC13	0.0015165395538838345
ANAPC15	0.006644164062041099
ANAPC16	0.00673057639902669
ANAPC2	0.007571961999841923
ANAPC4	0.00698950076022134
ANAPC5	0.0073221080446044745
ANAPC7	0.007068321108047256
ANG	0.000783114314556919
ANGPT1	0.00337525616945278
ANGPT2	0.0025345185824284986
ANGPT4	0.0016347681556601388
ANGPTL1	2.6855429823737657e-05
ANGPTL3	9.712711357669969e-05
ANGPTL4	0.0011004835050603696
ANGPTL5	2.6865954435795936e-06
ANGPTL6	2.5824251249931015e-05
ANGPTL7	8.044655257139646e-05
ANGPTL8	3.293486612064676e-05
ANK1	0.0017956557624758908
ANK2	0.0025927307377093542
ANK3	0.002351230786484973
ANKEF1	7.305025237386523e-05
ANKFY1	8.081478049407436e-05
ANKH	0.00014151046579225196
ANKHD1	0.0005476955187982456
ANKIB1	6.322651452822118e-05
ANKK1	3.061146295042804e-05
ANKLE2	0.0006098396744707468
ANKMY2	0.0001697190739135363
ANKRA2	0.00012379357192713879
ANKRD1	0.0013934912116229984
ANKRD10	0.0008135178238837747
ANKRD11	0.0018528546960601977
ANKRD12	0.0001542349391411128
ANKRD13	3.660505826834884e-05
ANKRD13A	0.00030004532060092193
ANKRD13B	0.00033119880157662853
ANKRD13C	6.051956166379329e-07
ANKRD13D	4.9041108168520894e-05
ANKRD17	0.00045862334887024255
ANKRD2	0.0011936516478657127
ANKRD20A12P	1.680928380994429e-05
ANKRD22	1.4833515860349134e-05
ANKRD23	0.00045007212833711864
ANKRD24	0.00016429225302390954
ANKRD26	6.906355299056093e-05
ANKRD26P1	7.244466467953163e-06
ANKRD27	0.00011665340301948434
ANKRD28	0.0012603796126496739
ANKRD29	0.00016538225799029237
ANKRD33	0.0001808433901093774
ANKRD34A	1.1338439027524703e-06
ANKRD35	4.5219992702802734e-05
ANKRD36	0.0001852859596856942
ANKRD36B	0.0002757444542948586
ANKRD36BP1	0.0005116510210085531
ANKRD37	1.5781045579319013e-05
ANKRD40	0.00023857306704872254
ANKRD44	5.5441829629013105e-05
ANKRD45	1.9488149877792154e-05
ANKRD46	0.00025667534931150875
ANKRD49	0.00011890885599524876
ANKRD50	7.607672455134407e-05
ANKRD52	1.910393472687445e-05
ANKRD53	4.166199918592978e-05
ANKRD54	0.00024006522205186106
ANKRD55	0.0004003245286771575
ANKRD6	0.0003896225078975297
ANKRD7	1.1115699296630464e-05
ANKRD9	0.00117162107468263
ANKS1A	0.0018428552283367855
ANKS1B	0.0004305184019967689
ANKS3	1.6964393650592482e-05
ANKS4B	3.332066889145987e-05
ANKS6	8.188403226523687e-05
ANKZF1	0.0003227149383596605
ANLN	0.00022795229579574992
ANO1	0.00022495463824207361
ANO10	7.085337747571962e-07
ANO2	1.933163022916316e-06
ANO3	7.085337747571962e-07
ANO4	7.085337747571962e-07
ANO5	7.085337747571962e-07
ANO6	9.411819952907159e-06
ANO7	7.085337747571962e-07
ANO8	1.0144006347333264e-05
ANO9	2.8737121588157375e-05
ANOS1	0.0003108386918097802
ANP32A	0.0016563078641166587
ANP32B	0.001634993045877058
ANP32C	0.00022863283211154947
ANP32D	0.00017759091694993247
ANP32E	0.00043789789099244164
ANPEP	0.0001244123979434093
ANTKMT	0.0006402717675394754
ANTXR1	0.0005235409400477364
ANTXR2	0.0001552335167241616
ANXA1	0.002271035292531693
ANXA10	1.5533549997607338e-05
ANXA11	0.0002789581342258069
ANXA13	5.4926799119564014e-05
ANXA2	0.0022308306506357367
ANXA2P2	2.005046893792618e-05
ANXA3	0.0006558171016158883
ANXA4	4.216853496041018e-05
ANXA5	0.0006529711210257131
ANXA6	0.00029440943037871566
ANXA7	0.0025479091973271448
ANXA8	6.759333118085871e-05
ANXA8L1	6.759333118085871e-05
ANXA9	0.00021300682305196942
AOAH	7.74616991189398e-06
AOC1	0.00016702624075288258
AOC2	8.64866556913791e-06
AOC3	0.0002164000326933323
AOPEP	1.2931904475437587e-05
AOX1	0.0007432687982671384
AP1AR	3.0395089187966023e-05
AP1B1	0.002754465658805657
AP1G1	0.0015804277286507594
AP1G2	0.0009792043824266203
AP1M1	0.0034227915293781543
AP1M2	0.0013823507345239708
AP1S1	0.001457562198430136
AP1S2	0.001305376910892343
AP1S3	0.0012509847430339767
AP2A1	0.006652934865330397
AP2A2	0.006533891868886672
AP2B1	0.007713982719354251
AP2M1	0.007742585315289603
AP2S1	0.0070584029539939586
AP3B1	0.0003003679209339148
AP3B2	0.00015567747168723653
AP3D1	0.0008792104788856427
AP3M1	0.0005959302974501966
AP3M2	6.38354880388257e-05
AP3S1	0.0002500524719307919
AP3S2	0.0003956913698777569
AP4B1	0.00022029336831617532
AP4E1	0.0004460766273005166
AP4M1	0.00019981846649270047
AP4S1	0.0004255369916381427
AP5B1	8.776529079739215e-05
AP5M1	5.185844746660204e-07
AP5S1	7.50632273096279e-06
AP5Z1	0.00017125290475915068
APAF1	0.0013184005286598064
APBA1	0.0003689508359801156
APBA2	0.000333865776033771
APBA3	0.00028597051926294013
APBB1	0.0018001746647860685
APBB1IP	0.0012143689286778832
APBB2	0.0010086779817087427
APBB3	0.000763681499420232
APC	0.012806557167172281
APC2	0.002110224468535734
APCDD1	1.7541685997513718e-05
APCDD1L	5.37654885642343e-06
APCS	0.001153528292328594
APE1	4.1055404807290064e-05
APEH	0.00015061753281517753
APEX1	0.005325690728011503
APEX2	0.00041187786610621556
APH1A	0.001752106581646222
APH1B	0.0014108080386024432
API5	8.468701563978443e-05
APIP	0.0004694629096804036
APLF	0.00041026314687767366
APLN	0.00045789625174423565
APLNR	0.0007967400774223388
APLP1	0.0013417229927926487
APLP2	0.0008744590963509715
APMAP	0.00010641383345732957
APOA1	0.001605244753571044
APOA1BP	1.5195548868136619e-05
APOA2	0.0011859645908092115
APOA4	0.0002693809591692002
APOA5	0.00036755809763098216
APOB	0.003995791998513449
APOBEC1	0.0008851971060184815
APOBEC2	4.815553935848235e-06
APOBEC3A	0.0002921056749823677
APOBEC3B	0.0003382050901423604
APOBEC3C	0.0013485074338553597
APOBEC3D	1.7962820035338663e-06
APOBEC3F	0.00033003335557216403
APOBEC3G	0.005037396716438986
APOBEC3H	0.0004042773662151054
APOBR	5.8933334314788126e-05
APOC1	0.00023912847779423383
APOC2	0.00021986662696465886
APOC3	0.0008004972204308376
APOC4	0.00015714000148535506
APOC4-APOC2	0.00012605645264248603
APOD	0.00022666972064693466
APOE	0.00200535380638899
APOF	3.997361535854791e-05
APOH	0.0007355903814368261
APOL1	7.885508077780105e-05
APOL2	0.00018996703304041421
APOL3	0.00010745791974975842
APOL4	0.00010572706510322798
APOL5	0.0006641257134490157
APOL6	0.00013066109477734208
APOM	4.427014931176272e-05
APOO	5.6053686390890747e-05
APOOL	5.6053686390890747e-05
APP	0.014778572139295378
APPBP2	0.0013688069297342796
APPL1	0.002056027858375866
APPL2	0.0005496717159860326
APRT	2.89278040637519e-05
APTX	0.0006608151968968017
AQP1	0.002191679827826115
AQP10	9.503246175825255e-05
AQP11	6.470949222809958e-05
AQP12B	5.918147218575899e-06
